text_str,ent_phrase,ent_type,ent_start,ent_end,nlp_word,nlp_tag,nlp_type,nlp_pofs,bert_word,bert_entity,bert_score,bert_start,bert_end,is_probe,lr_is_probe,rf_is_probe,hgb_is_probe
bartering,,,,,Bartering,NN,,NOUN,,,,,,False,,,
the legal context of accountability,The Legal Context of Accountability,WORK_OF_ART,374.0,409.0,,,,,,,,,,False,,,
the integrated disability evaluation system,the Integrated Disability Evaluation System,ORG,28406.0,28449.0,,,,,,,,,,False,,,
0b013e3182755dcc,,,,,0b013e3182755dcc,NNP,,PROPN,,,,,,False,,,
pillage,,,,,,NN,,NOUN,,,,,,False,,,
1–0,,,,,1–0,CD,CARDINAL,NUM,,,,,,False,,,
multifactorial,,,,,multifactorial,JJ,,ADJ,,,,,,False,,,
army physical readiness training,Army Physical Readiness Training,ORG,15669.0,15701.0,,,,,,,,,,False,,,
a role 2,a Role 2,PRODUCT,47225.0,47233.0,,,,,,,,,,False,,,
contemporaneously,,,,,,RB,,ADV,,,,,,False,,,
dod law of war manual,DOD Law of War Manual,ORG,27375.0,27396.0,,,,,,,,,,False,,,
consultation,,,,,,,,,,,,,,False,,,
neurobehavioral,,,,,,,,,,,,,,False,,,
every 1%,every 1%,PERCENT,15830.0,15838.0,,,,,,,,,,False,,,
"incapacitating agents
","Incapacitating Agents
",ORG,387.0,409.0,,,,,,,,,,False,,,
1997;127(5 suppl):860s–868s,1997;127(5 Suppl):860s–868s,CARDINAL,43284.0,43311.0,,,,,,,,,,False,,,
detona158,,,,,detona158,NNP,,PROPN,,,,,,False,,,
obviously,,,,,,RB,,ADV,,,,,,False,,,
sensory,,,,,,,,,,,,,,False,,,
title,,,,,,,,,,,,,,False,,,
"the evolution of human 
performance optimization and total force fitness)—physical","The Evolution of Human 
Performance Optimization and Total Force Fitness)—physical",ORG,2055.0,2137.0,,,,,,,,,,False,,,
played,,,,,played,,,VERB,,,,,,False,,,
issuances,,,,,issuances,,,,,,,,,False,,,
1881–1927,,,,,1881–1927,NNP,CARDINAL,PROPN,,,,,,False,,,
"29,52–54",,,,,"29,52–54",RB,,ADV,,,,,,False,,,
eviscerated,,,,,eviscerated,VBN,,VERB,,,,,,False,,,
"the rome
statute","the Rome
Statute",ORG,730813.0,730829.0,,,,,,,,,,False,,,
100 to 200,100 to 200,CARDINAL,32441.0,32451.0,,,,,,,,,,False,,,
bisexual,,,,,bisexual,JJ,,ADJ,,,,,,False,,,
formations,,,,,formations,NNS,,NOUN,,,,,,False,,,
meso,,,,,meso,NNS,,NOUN,,,,,,False,,,
the advisory committee on human radiation experiments,,ORG,,,,,,,,,,,,False,,,
divider,,,,,divider,NN,,NOUN,,,,,,False,,,
ingrained,,,,,ingrained,VBN,,VERB,,,,,,False,,,
evidence87,,,,,evidence87,NN,PRODUCT,NOUN,,,,,,False,,,
sometime,,,,,,RB,,ADV,,,,,,False,,,
de-rhythm_ventricular_fibrillation_(cardionetworks,De-Rhythm_ventricular_fibrillation_(CardioNetworks,ORG,69516.0,69566.0,,,,,,,,,,False,,,
forfeitures,,,,,forfeitures,NNS,,NOUN,,,,,,False,,,
looted,,,,,looted,VBN,,VERB,,,,,,False,,,
3-122,3-122,CARDINAL,347371.0,347376.0,,,,,,,,,,False,,,
military medical editor,Military Medical Editor,ORG,31742.0,31765.0,,,,,,,,,,False,,,
the “hospital,the “Hospital,ORG,15666.0,15679.0,,,,,,,,,,False,,,
weighing,,,,,weighing,,,,,,,,,False,,,
navmed,,,,,NAVMED,NNP,,PROPN,,,,,,False,,,
shoots,,,,,,NNS,,NOUN,,,,,,False,,,
14(pp107–113,,,,,14(pp107–113,LS,,X,,,,,,False,,,
435,,,,,435,CD,CARDINAL,NUM,,,,,,False,,,
•assemble,,,,,•Assemble,NNS,,NOUN,,,,,,False,,,
suffering,,,,,,,,,,,,,,False,,,
bigge,,,,,Bigge,NNP,,PROPN,,,,,,False,,,
counterargument,,,,,counterargument,NN,,NOUN,,,,,,False,,,
approximately 18%,approximately 18%,PERCENT,,,,,,,,,,,,False,,,
89–102,,,,,89–102,NNP,CARDINAL,PROPN,,,,,,False,,,
lethality,,,,,lethality,NN,,NOUN,,,,,,False,,,
inconsistencies,,,,,inconsistencies,NNS,,NOUN,,,,,,False,,,
enterotoxin,,,,,enterotoxin,NNP,,PROPN,,,,,,False,,,
pcp,,,,,PCP,NNP,ORG,PROPN,,,,,,False,,,
"• us central intelligence agency world fact book: https://www.cia.gov/library/publications/the-worldfactbook/
 
• world health organization","• US Central Intelligence Agency World Fact Book: https://www.cia.gov/library/publications/the-worldfactbook/
 
• World Health Organization",ORG,31006.0,31145.0,,,,,,,,,,False,,,
impressive,,,,,impressive,JJ,,ADJ,,,,,,False,,,
about 50%,about 50%,PERCENT,55574.0,55583.0,,,,,,,,,,False,,,
mediterranean,,,,,Mediterranean,NNP,,PROPN,,,,,,False,,,
elective,,,,,elective,JJ,,ADJ,,,,,,False,,,
66%,66%,PERCENT,,,,,,,,,,,,False,,,
stage,,,,,,,,,,,,,,False,,,
nored,,,,,Nored,NNP,,PROPN,,,,,,False,,,
2008(dec 13,2008(Dec 13,CARDINAL,23169.0,23180.0,,,,,,,,,,False,,,
health education:,Health Education:,ORG,77469.0,77486.0,,,,,,,,,,False,,,
"units),13",,,,,"units),13",XX,,X,,,,,,False,,,
navysponsored,,,,,Navysponsored,VBN,ORG,VERB,,,,,,False,,,
20-30,20-30,CARDINAL,,,,,,,,,,,,False,,,
2010;10:23,,,,,2010;10:23,CD,CARDINAL,NUM,,,,,,False,,,
primordial,,,,,primordial,JJ,,ADJ,,,,,,False,,,
globemaster,,,,,Globemaster,NNP,PRODUCT,PROPN,,,,,,False,,,
ar,,,,,,,,,AR,I-ORG,,,,False,,,
philosophy,,,,,,,,,,,,,,False,,,
motivates,,,,,motivates,,,,,,,,,False,,,
dental treatment facilities,Dental Treatment Facilities,WORK_OF_ART,119525.0,119552.0,,,,,,,,,,False,,,
unpredictability,,,,,unpredictability,NN,,NOUN,,,,,,False,,,
huggins jw,Huggins JW,ORG,93487.0,93497.0,,,,,,,,,,False,,,
automobiles,,,,,automobiles,NNS,,NOUN,,,,,,False,,,
https://emj.bmj.com/content/33/1/37,,,,,https://emj.bmj.com/content/33/1/37,NNP,,PROPN,,,,,,False,,,
ramelteon,,,,,ramelteon,NN,,NOUN,,,,,,False,,,
"3,”which",,,,,"3,”which",NN,WORK_OF_ART,NOUN,,,,,,False,,,
disagreements,,,,,,NNS,,NOUN,,,,,,False,,,
father,,,,,,,,,,,,,,False,,,
the army physical fitness program,The Army Physical Fitness Program,ORG,44769.0,44802.0,,,,,,,,,,False,,,
rigging,,,,,rigging,NN,,NOUN,,,,,,False,,,
principlism”—the,,,,,principlism”—the,DT,,DET,,,,,,False,,,
seeding,,,,,seeding,NN,,NOUN,,,,,,False,,,
perimeter patrol,Perimeter Patrol,FAC,1052.0,1068.0,,,,,,,,,,False,,,
"war
the us army’s","War
The US Army’s",WORK_OF_ART,81326.0,81343.0,,,,,,,,,,False,,,
syphilis,,,,,,,,,,,,,,False,,,
optional protocol,Optional Protocol,ORG,754844.0,754861.0,,,,,,,,,,False,,,
29 percent,29 percent,PERCENT,34266.0,34276.0,,,,,,,,,,False,,,
...................................................................................................................,,,,,...................................................................................................................,FULL_STOP,,PUNCT,,,,,,False,,,
"7,8",,,,,"7,8",,CARDINAL,,,,,,,False,,,
coverings,,,,,coverings,NNS,,NOUN,,,,,,False,,,
national academy of sciences,National Academy of Sciences,ORG,40493.0,40521.0,,,,,,,,,,False,,,
indicia,,,,,,,,,,,,,,False,,,
cooper29,,,,,Cooper29,NN,,NOUN,,,,,,False,,,
professor of the theory and practice of medicine,Professor of the Theory and Practice of Medicine,WORK_OF_ART,20337.0,20385.0,,,,,,,,,,False,,,
presided,,,,,presided,,,VERB,,,,,,False,,,
new york medical college,New York Medical College,ORG,979.0,1003.0,,,,,,,,,,False,,,
attuned,,,,,attuned,,,,,,,,,False,,,
2004:239(4):475–482,,,,,2004:239(4):475–482,NNP,CARDINAL,PROPN,,,,,,False,,,
"army physical readiness 
training","Army Physical Readiness 
Training",ORG,24917.0,24950.0,,,,,,,,,,False,,,
the air force special operations command,The Air Force Special Operations Command,ORG,43188.0,43228.0,,,,,,,,,,False,,,
banality,,,,,banality,NN,,NOUN,,,,,,False,,,
fifty,,,,,,CD,,NUM,,,,,,False,,,
"32,33(pp80–109",,,,,"32,33(pp80–109",LS,CARDINAL,X,,,,,,False,,,
st. petersburg,St. Petersburg,GPE,,,,,,,,,,,,False,,,
"• 
inactivity","• 
Inactivity",PRODUCT,10161.0,10174.0,,,,,,,,,,False,,,
i-14,,,,,I-14,NNP,,PROPN,,,,,,False,,,
hesitancy,,,,,Hesitancy,NN,,NOUN,,,,,,False,,,
wave unit,Wave Unit,WORK_OF_ART,74405.0,74414.0,,,,,,,,,,False,,,
a1c sean worrell,A1C Sean Worrell,ORG,14758.0,14774.0,,,,,,,,,,False,,,
u.s. army,,ORG,,,,,,,,,,,,False,,,
km,,,,,,,,,,,,,,False,,,
‡research,,,,,‡Research,NNP,ORG,PROPN,,,,,,False,,,
ishii shiro,Ishii Shiro,ORG,531.0,542.0,,,,,,,,,,False,,,
renowned,,,,,renowned,JJ,,ADJ,,,,,,False,,,
vacuolar,,,,,vacuolar,JJ,,ADJ,,,,,,False,,,
the national academies of sciences’ engineering,The National Academies of Sciences’ Engineering,ORG,36647.0,36694.0,,,,,,,,,,False,,,
pathogenesis,,,,,pathogenesis,NN,,NOUN,,,,,,False,,,
bunker,,,,,bunker,NN,,NOUN,,,,,,False,,,
the japan journal of physiology,the Japan Journal of Physiology,ORG,133288.0,133319.0,,,,,,,,,,False,,,
ca++,,,,,Ca++,NN,,NOUN,,,,,,False,,,
medication,,,,,,,,,,,,,,False,,,
sergeants,,,,,sergeants,NNS,,NOUN,,,,,,False,,,
alignments,,,,,alignments,NNS,,NOUN,,,,,,False,,,
considering,,,,,,VBG,,VERB,,,,,,False,,,
tourniquet,,,,,,,,,,,,,,True,,,
fp-c,FP-C,ORG,768.0,772.0,,,,,,,,,,False,,,
raise,,,,,,,,,,,,,,False,,,
norton,,,,,Norton,NNP,ORG,PROPN,,,,,,False,,,
5):s431,,,,,5):S431,NNP,,PROPN,,,,,,False,,,
children9,,,,,Children9,NNP,ORG,PROPN,,,,,,False,,,
unlawfully,,,,,unlawfully,RB,,ADV,,,,,,False,,,
”21(pxi,,,,,”21(pxi,ADD,,X,,,,,,False,,,
world-war-ii era,WORLD-WAR-II ERA,EVENT,126.0,142.0,,,,,,,,,,False,,,
10% to 15%,10% to 15%,PERCENT,26634.0,26644.0,,,,,,,,,,False,,,
the sick report,the Sick Report,FAC,72491.0,72506.0,,,,,,,,,,False,,,
creature,,,,,creature,NN,,NOUN,,,,,,False,,,
326,,,,,326,CD,CARDINAL,NUM,,,,,,False,,,
vitus,,,,,Vitus,NNP,,PROPN,,,,,,False,,,
shapes,,,,,shapes,VBZ,,VERB,,,,,,False,,,
haziness,,,,,haziness,NN,,NOUN,,,,,,False,,,
suppl):1–36,,,,,Suppl):1–36,CD,,NUM,,,,,,False,,,
2005;59(1):1–12,,,,,2005;59(1):1–12,CD,CARDINAL,NUM,,,,,,False,,,
abovebrigade,,,,,abovebrigade,NN,,NOUN,,,,,,False,,,
volves,,,,,volves,VBZ,,VERB,,,,,,False,,,
b-urgent,B-Urgent,ORG,55215.0,55223.0,,,,,,,,,,False,,,
biota,,,,,biota,NN,,NOUN,,,,,,False,,,
the reich health,the Reich Health,ORG,115604.0,115620.0,,,,,,,,,,False,,,
fasting,,,,,fasting,,,,,,,,,False,,,
soldiers,,,,,,,,,,,,,,False,,,
emotions,,,,,,NNS,,NOUN,,,,,,False,,,
pollutants,,,,,pollutants,NNS,,NOUN,,,,,,False,,,
"the civil
war","the Civil
War",EVENT,16140.0,16153.0,,,,,,,,,,False,,,
kingdom,,,,,,,GPE,,,,,,,False,,,
tet 1968,Tet 1968,EVENT,20367.0,20375.0,,,,,,,,,,False,,,
"40–501,20",,,,,"40–501,20",NN,,NOUN,,,,,,False,,,
dyck,,,,,Dyck,NNP,ORG,PROPN,,,,,,False,,,
the pacific islands,the Pacific Islands,LOC,57976.0,57995.0,,,,,,,,,,False,,,
japanese,,,,,,,,,,,,,,False,,,
futuristic,,,,,,,,,,,,,,False,,,
02.5,,,,,02.5,CD,,NUM,,,,,,False,,,
the us army reserve,the US Army Reserve,ORG,,,,,,,,,,,,False,,,
underneath,,,,,,IN,,ADP,,,,,,False,,,
201st,,,,,201st,NNP,ORG,PROPN,,,,,,False,,,
reiterating,,,,,reiterating,VBG,,VERB,,,,,,False,,,
2003;10:320–328,,,,,2003;10:320–328,NNP,CARDINAL,PROPN,,,,,,False,,,
outfits,,,,,outfits,,,,,,,,,False,,,
persuading,,,,,persuading,VBG,,VERB,,,,,,False,,,
espouses,,,,,espouses,VBZ,,VERB,,,,,,False,,,
landstuhl regional medical center,Landstuhl Regional Medical Center,ORG,,,,,,,,,,,,False,,,
norris gc,Norris GC,ORG,96640.0,96649.0,,,,,,,,,,False,,,
tactical combat casualty care-all combatants,Tactical Combat Casualty Care-All Combatants,ORG,4709.0,4753.0,,,,,,,,,,False,,,
634,,,,,634,CD,CARDINAL,NUM,,,,,,False,,,
amount,,,,,,,,,,,,,,False,,,
inspected,,,,,inspected,,,VERB,,,,,,False,,,
chief,,,,,,,,,,,,,,False,,,
carries,,,,,carries,VBZ,,VERB,,,,,,False,,,
50 feet,50 feet,QUANTITY,31898.0,31905.0,,,,,,,,,,False,,,
pathophysiology,,,,,,,,,,,,,,False,,,
milvian bridge,Milvian Bridge,FAC,6373.0,6387.0,,,,,,,,,,False,,,
http://dag,,,,,http://dag,NNP,ORG,PROPN,,,,,,False,,,
schmied,,,,,Schmied,JJ,,ADJ,,,,,,False,,,
1997;24(2):221–244,,,,,1997;24(2):221–244,CD,CARDINAL,NUM,,,,,,False,,,
apollo,,,,,Apollo,NNP,,PROPN,,,,,,False,,,
10% to 50%,10% to 50%,PERCENT,25821.0,25831.0,,,,,,,,,,False,,,
prentice hall,Prentice Hall,ORG,117908.0,117921.0,,,,,,,,,,False,,,
mukden,,,,,Mukden,NNP,,PROPN,,,,,,False,,,
buckenmaie,,,,,,,,,BUCKENMAIE,I-ORG,0.6404911279678345,131.0,141.0,False,,,
small,,,,,,,,,,,,,,False,,,
fiduciaries,,,,,fiduciaries,NNS,,NOUN,,,,,,False,,,
26(p420,,,,,26(p420,CD,,NUM,,,,,,False,,,
ah,,,,,,,,,,,,,,False,,,
al. association of enjoyable leisure,al. Association of enjoyable leisure,ORG,43955.0,43991.0,,,,,,,,,,False,,,
808,,,,,808,CD,CARDINAL,NUM,,,,,,False,,,
emissaries,,,,,emissaries,NNS,,NOUN,,,,,,False,,,
46(3,,,,,46(3,CD,,NUM,,,,,,False,,,
simultaneously,,,,,,RB,,ADV,,,,,,False,,,
disappeared,,,,,,VBD,,VERB,,,,,,False,,,
compact,,,,,Compact,NNP,ORG,PROPN,,,,,,False,,,
kohlberg,,,,,Kohlberg,NNP,ORG,PROPN,,,,,,False,,,
don’t ask,Don’t Ask,WORK_OF_ART,55191.0,55200.0,,,,,,,,,,False,,,
controversy,,,,,,,,,,,,,,False,,,
h-18,,,,,H-18,NNP,PRODUCT,PROPN,,,,,,False,,,
revivalism,,,,,revivalism,NN,,NOUN,,,,,,False,,,
freshmen,,,,,freshmen,NNS,,NOUN,,,,,,False,,,
20ml,,,,,20mL,NNP,CARDINAL,PROPN,,,,,,False,,,
an additional distinctive emblem,An Additional Distinctive Emblem,ORG,786297.0,786329.0,,,,,,,,,,False,,,
conceding,,,,,,VBG,,VERB,,,,,,False,,,
intimidation”23,,,,,intimidation”23,NNP,,PROPN,,,,,,False,,,
https://pubme,,,,,https://pubme,NN,,NOUN,,,,,,False,,,
mukden military medical college,Mukden Military Medical College,ORG,72512.0,72543.0,,,,,,,,,,False,,,
belli,,,,,,NNP,,PROPN,,,,,,False,,,
"operation iraqi freedom
wwi:","Operation Iraqi Freedom
WWI:",EVENT,3997.0,4025.0,,,,,,,,,,False,,,
8-10,8-10,CARDINAL,,,,,,,,,,,,False,,,
gunpoint,,,,,gunpoint,NN,,NOUN,,,,,,False,,,
mao,,,,,MAO,NNP,,PROPN,,,,,,False,,,
"psychiatric illness
regardless","Psychiatric Illness
Regardless",PRODUCT,33181.0,33211.0,,,,,,,,,,False,,,
differ,,,,,differ,,,VERB,,,,,,False,,,
national stock no,National Stock No,ORG,71645.0,71662.0,,,,,,,,,,False,,,
06–08,,,,,06–08,NNP,,PROPN,,,,,,False,,,
cotccc and hundreds,CoTCCC and hundreds,CARDINAL,77224.0,77243.0,,,,,,,,,,False,,,
paste,,,,,paste,NN,,NOUN,,,,,,False,,,
neurotoxins,,,,,,NNS,,NOUN,,,,,,False,,,
the air force medical service,,ORG,,,,,,,,,,,,False,,,
dod components,,ORG,,,,,,,,,,,,False,,,
40-3,40-3,CARDINAL,25469.0,25473.0,,,,,,,,,,False,,,
the german reich,the German Reich,ORG,76750.0,76766.0,,,,,,,,,,False,,,
"department of military and emergency medicine, uniformed services university","Department of Military and Emergency Medicine, Uniformed Services University",ORG,,,,,,,,,,,,False,,,
radioisotopes,,,,,,,ORG,,,,,,,False,,,
international congress of geneva,International Congress of Geneva,ORG,162724.0,162756.0,,,,,,,,,,False,,,
~7,,,,,~7,NN,,NOUN,,,,,,False,,,
2-100,2-100,CARDINAL,205703.0,205708.0,,,,,,,,,,False,,,
payloads,,,,,,,,,,,,,,False,,,
reasonably,,,,,reasonably,RB,,ADV,,,,,,False,,,
2019;9,,,,,2019;9,CD,CARDINAL,NUM,,,,,,False,,,
buist,,,,,Buist,NNP,NORP,PROPN,,,,,,False,,,
2011;71(2,,,,,2011;71(2,CD,CARDINAL,NUM,,,,,,False,,,
oif,,,,,OIF,NNP,,PROPN,,,,,,False,,,
150 meq,150 mEq,CARDINAL,141590.0,141597.0,,,,,,,,,,False,,,
prp,,,,,PRP,NNP,ORG,PROPN,,,,,,False,,,
36,,,,,36,,,,,,,,,False,,,
available courses of action,Available Courses of Action,ORG,88001.0,88028.0,,,,,,,,,,False,,,
63–81,,,,,63–81,CD,CARDINAL,NUM,,,,,,False,,,
the world’s religious traditions,the World’s Religious Traditions,EVENT,120626.0,120658.0,,,,,,,,,,False,,,
........................................................................................................................................,,,,,........................................................................................................................................,NNP,,PROPN,,,,,,False,,,
6-51,6-51,CARDINAL,533443.0,533447.0,,,,,,,,,,False,,,
discreet,,,,,discreet,JJ,,ADJ,,,,,,False,,,
u.s. marines,U.S. Marines,NORP,,,,,,,,,,,,False,,,
14(pp89–90,,,,,14(pp89–90,LS,CARDINAL,X,,,,,,False,,,
national medical association,National Medical Association,ORG,112481.0,112509.0,,,,,,,,,,False,,,
sturdiness,,,,,sturdiness,NN,,NOUN,,,,,,False,,,
god,,,,,,,,,,,,,,False,,,
logarithmic,,,,,logarithmic,JJ,,ADJ,,,,,,False,,,
plowing,,,,,plowing,VBG,,VERB,,,,,,False,,,
the patient selfdetermination act,the Patient SelfDetermination Act,LAW,32378.0,32411.0,,,,,,,,,,False,,,
death with dignity act,Death with Dignity Act,WORK_OF_ART,166848.0,166870.0,,,,,,,,,,False,,,
coughlin,,,,,Coughlin,NNP,ORG,PROPN,,,,,,False,,,
vdr-2,,,,,VDR-2,NNP,,PROPN,,,,,,False,,,
conducts,,,,,,,,,,,,,,False,,,
connelly,,,,,Connelly,NNP,,PROPN,,,,,,False,,,
tentative,,,,,Tentative,NNP,WORK_OF_ART,PROPN,,,,,,False,,,
ered,,,,,,,,,ERED,I-MISC,0.6214724779129028,328.0,334.0,False,,,
aoc,,,,,AOC,NNP,ORG,PROPN,,,,,,False,,,
eminent,,,,,Eminent,NNP,,PROPN,,,,,,False,,,
"neurovestibular
physiologically","Neurovestibular
Physiologically",ORG,17220.0,17251.0,,,,,,,,,,False,,,
678,,,,,678,CD,CARDINAL,NUM,,,,,,False,,,
http://call.army.mil,,,,,http://call.army.mil,NN,,NOUN,,,,,,False,,,
distinctive emblem,Distinctive Emblem,LOC,28488.0,28506.0,,,,,,,,,,False,,,
culpable,,,,,culpable,JJ,,ADJ,,,,,,False,,,
"18,31,59,64",,,,,"18,31,59,64",CD,,NUM,,,,,,False,,,
complimentary,,,,,complimentary,JJ,,ADJ,,,,,,False,,,
http://www.who.int/governance/eb/,,,,,http://www.who.int/governance/eb/,CD,,NUM,,,,,,False,,,
encompassed,,,,,encompassed,,,VERB,,,,,,False,,,
metaphor,,,,,,,,,,,,,,False,,,
compounds,,,,,compounds,,,,,,,,,False,,,
uzcategui l,Uzcategui L,GPE,69694.0,69705.0,,,,,,,,,,False,,,
genuinely,,,,,genuinely,RB,,ADV,,,,,,False,,,
hemopneumothorax,,,,,hemopneumothorax,NN,,NOUN,,,,,,False,,,
"the
department of philosophy and fine arts","the
Department of Philosophy and Fine Arts",ORG,71115.0,71157.0,,,,,,,,,,False,,,
surprisingly,,,,,,RB,,ADV,,,,,,False,,,
•cefotetan,,,,,•Cefotetan,NNP,,PROPN,,,,,,False,,,
shipping,,,,,shipping,NN,,NOUN,,,,,,False,,,
judgment,,,,,,,,,,,,,,False,,,
faces,,,,,faces,,,,,,,,,False,,,
superficial,,,,,,,,,,,,,,False,,,
medical ethics in military biomedical research,Medical Ethics in Military Biomedical Research,ORG,1944.0,1990.0,,,,,,,,,,False,,,
ryder jw,Ryder JW,ORG,58040.0,58048.0,,,,,,,,,,False,,,
1993;35(1):78–87,,,,,1993;35(1):78–87,NNP,ORG,PROPN,,,,,,False,,,
•air,,,,,•Air,NNP,ORG,PROPN,,,,,,False,,,
congenital,,,,,,,,,,,,,,False,,,
random,,,,,,,,,,,,,,False,,,
cuffs,,,,,cuffs,NNS,,NOUN,,,,,,False,,,
insistence,,,,,insistence,NN,,NOUN,,,,,,False,,,
368,,,,,368,CD,CARDINAL,NUM,,,,,,False,,,
cherished,,,,,cherished,,,,,,,,,False,,,
militarization,,,,,,NN,,NOUN,,,,,,False,,,
geneva convention relative to,Geneva Convention Relative to,WORK_OF_ART,40448.0,40477.0,,,,,,,,,,False,,,
"role
physiatrist
board","Role
Physiatrist
Board",FAC,39550.0,39572.0,,,,,,,,,,False,,,
automated,,,,,,,,,,,,,,False,,,
denounce,,,,,denounce,VB,,VERB,,,,,,False,,,
com590,,,,,com590,NNP,,PROPN,,,,,,False,,,
the draper committee,the Draper Committee,ORG,26149.0,26169.0,,,,,,,,,,False,,,
chances,,,,,,NNS,,NOUN,,,,,,False,,,
nny,,,,,,,,,NNY,I-ORG,0.655446469783783,53.0,56.0,False,,,
guarding,,,,,guarding,,,,,,,,,False,,,
1-67,1-67,CARDINAL,87401.0,87405.0,,,,,,,,,,False,,,
marine corps planning process,Marine Corps Planning Process,ORG,,,,,,,,,,,,False,,,
the humanitarian task force report,The Humanitarian Task Force Report,ORG,62518.0,62552.0,,,,,,,,,,False,,,
possessing,,,,,,VBG,,VERB,,,,,,False,,,
commissioning,,,,,commissioning,,,,,,,,,False,,,
2-153,2-153,CARDINAL,638280.0,638285.0,,,,,,,,,,False,,,
1989;320(5):281–288,,,,,1989;320(5):281–288,NNP,,PROPN,,,,,,False,,,
toxoids,,,,,toxoids,NNS,,NOUN,,,,,,False,,,
liners,,,,,liners,NNS,,NOUN,,,,,,False,,,
unfeasible,,,,,unfeasible,JJ,,ADJ,,,,,,False,,,
fixed,,,,,,,,,,,,,,False,,,
wannsee,,,,,,NNP,,PROPN,,,,,,False,,,
normative,,,,,,,,,,,,,,False,,,
psa,,,,,PSA,NNP,ORG,PROPN,,,,,,False,,,
views,,,,,,,,,,,,,,False,,,
http://hprc-online.org/,,,,,http://hprc-online.org/,,,,,,,,,False,,,
1990;15(2):125–142,,,,,1990;15(2):125–142,CD,CARDINAL,NUM,,,,,,False,,,
minds,,,,,,NNS,,NOUN,,,,,,False,,,
temperament,,,,,temperament,NN,,NOUN,,,,,,False,,,
http://www.motivationalinterviewing.org/.,,,,,http://www.motivationalinterviewing.org/.,CD,,NUM,,,,,,False,,,
whilst,,,,,whilst,IN,,SCONJ,,,,,,False,,,
coltman,,,,,Coltman,NNP,ORG,PROPN,,,,,,False,,,
2008;2(suppl 1):s25,2008;2(suppl 1):S25,CARDINAL,106734.0,106753.0,,,,,,,,,,False,,,
preliminarily,,,,,preliminarily,RB,,ADV,,,,,,False,,,
665–675,,,,,665–675,CD,CARDINAL,NUM,,,,,,False,,,
ps) injury,PS) injury,ORG,7008.0,7018.0,,,,,,,,,,False,,,
hone,,,,,hone,,,,,,,,,False,,,
polnischen,,,,,polnischen,JJ,,ADJ,,,,,,False,,,
anthropologists,,,,,,NNS,,NOUN,,,,,,False,,,
california state university,California State University,ORG,1319.0,1346.0,,,,,,,,,,False,,,
unharmed,,,,,unharmed,JJ,,ADJ,,,,,,False,,,
2001;33(6,,,,,2001;33(6,NNP,CARDINAL,PROPN,,,,,,False,,,
the philippine campaign,the Philippine Campaign,ORG,53940.0,53963.0,,,,,,,,,,False,,,
6-20,6-20,CARDINAL,517789.0,517793.0,,,,,,,,,,False,,,
initiate fluid resuscitation,Initiate Fluid Resuscitation,WORK_OF_ART,31867.0,31895.0,,,,,,,,,,False,,,
1994;24(1):24–28,,,,,1994;24(1):24–28,NNP,,PROPN,,,,,,False,,,
references-3,,,,,References-3,NNP,,PROPN,,,,,,False,,,
"muller,†",,,,,"MULLER,†",NNP,,PROPN,,,,,,False,,,
2008;137:7–15,,,,,2008;137:7–15,CD,,NUM,,,,,,False,,,
ritualized,,,,,ritualized,JJ,,ADJ,,,,,,False,,,
1997;24:25–41,,,,,1997;24:25–41,CD,,NUM,,,,,,False,,,
"operation iraqi freedom/operation enduring freedom
ww","Operation Iraqi Freedom/Operation Enduring Freedom
WW",EVENT,16297.0,16350.0,,,,,,,,,,False,,,
a person responsible for his or her subordinates,a Person Responsible for His or Her Subordinates,ORG,289022.0,289070.0,,,,,,,,,,False,,,
quantifiable,,,,,quantifiable,JJ,,ADJ,,,,,,False,,,
knauer,,,,,Knauer,NNP,ORG,PROPN,,,,,,False,,,
redistribute,,,,,redistribute,VB,,VERB,,,,,,False,,,
predictions,,,,,predictions,NNS,,NOUN,,,,,,False,,,
bracing,,,,,bracing,NN,,NOUN,,,,,,False,,,
24hour,,,,,24hour,CD,,NUM,,,,,,False,,,
239,,,,,239,CD,CARDINAL,NUM,,,,,,False,,,
procedure(s,,,,,procedure(s,JJ,,ADJ,,,,,,False,,,
ligature,,,,,ligature,NN,,NOUN,,,,,,False,,,
disarticulation,,,,,disarticulation,NN,,NOUN,,,,,,False,,,
dateline nbc,Dateline NBC,ORG,146731.0,146743.0,,,,,,,,,,False,,,
medical department,Medical Department,ORG,,,,,,,,,,,,False,,,
15(3-4):207–223,15(3-4):207–223,CARDINAL,86248.0,86263.0,,,,,,,,,,False,,,
non-hodgkin’s,non-Hodgkin’s,ORG,75770.0,75783.0,,,,,,,,,,False,,,
asymptomatic,,,,,asymptomatic,,,,,,,,,False,,,
maximization,,,,,maximization,NN,,NOUN,,,,,,False,,,
berkel,,,,,Berkel,NNP,,PROPN,,,,,,False,,,
2011;1:18–21,,,,,2011;1:18–21,CD,CARDINAL,NUM,,,,,,False,,,
lawful deception and ruses,Lawful Deception and Ruses,ORG,6623.0,6649.0,,,,,,,,,,False,,,
correspondence1,,,,,Correspondence1,NNP,WORK_OF_ART,PROPN,,,,,,False,,,
travis a. shaw,TRAVIS A. SHAW,ORG,1169.0,1183.0,,,,,,,,,,False,,,
cmr,,,,,CMR,NNP,ORG,PROPN,,,,,,False,,,
56,,,,,56,,,,,,,,,False,,,
